слюбовь;10.0;0.0;2
крокодилий;8.0;0.0;1
парусина;7.0;0.0;2
attention;7.0;0.0;2
фатима;10.0;0.0;1
secret;10.0;0.0;2
безэмоциональный;5.0;0.0;2
грязносерый;7.0;0.0;2
уютза;10.0;0.0;2
спаибо;10.0;0.0;2
журналист;7.0;0.0;1
вкусненный;9.0;0.0;2
заг;8.0;0.0;1
обоятельный;10.0;0.0;4
гсн;7.0;0.0;1
sehr;4.0;0.0;1
raw;5.0;0.0;1
жулька;8.0;0.0;1
девочкиадминистратор;0.0;0.0;1
und;4.0;0.0;1
пыво;7.0;0.0;1
kolektivu;9.0;0.0;1
сахалинский;10.0;0.0;2
алеся;10.0;0.0;2
гончаров;10.0;0.0;1
осинцева;10.0;0.0;1
zu;4.0;0.0;1
als;4.0;0.0;1
дуббель;7.0;0.0;2
wasabico;10.0;0.0;1
cto;9.0;0.0;1
друзьямитоварищ;8.0;0.0;2
essen;4.0;0.0;1
тауэр;7.0;0.0;2
всесоюзный;8.0;0.0;1
ocenit;9.0;0.0;1
wird;4.0;0.0;1
лаудеса;9.916666666666666;0.2763853991962833;12
яковлевна;9.8;0.39999999999999997;5
упоение;8.25;0.4330127018922193;4
viva;9.666666666666666;0.4714045207910317;3
эрудиция;8.333333333333334;0.4714045207910317;3
корейски;6.666666666666667;0.4714045207910317;3
пунктуальный;9.666666666666666;0.4714045207910317;3
горячееи;7.666666666666667;0.4714045207910317;3
обстановкавкусный;9.666666666666666;0.4714045207910317;3
рисик;7.333333333333333;0.4714045207910317;3
отличноеед;9.333333333333334;0.4714045207910317;3
польстить;8.333333333333334;0.4714045207910317;3
диаметральный;8.333333333333334;0.4714045207910317;3
павлик;9.5;0.5;2
mi;9.5;0.5;2
фитнессменить;8.5;0.5;2
приятноеуютный;9.5;0.5;2
вам;7.5;0.5;2
eto;9.5;0.5;2
панфилова;9.5;0.5;2
отруб;9.5;0.5;2
мимими;8.0;0.5773502691896257;6
целиковый;7.909090909090909;0.668042657122685;11
неровность;8.0;0.7071067811865476;4
прекраный;9.4;0.7999999999999999;5
пьянящий;9.4;0.7999999999999999;5
боярин;8.0;0.816496580927726;3
бэбикартофель;8.0;0.816496580927726;3
неважнецкий;8.0;0.816496580927726;3
флюид;8.75;0.82915619758885;4
реактивный;8.25;0.82915619758885;4
едабельный;8.75;0.82915619758885;4
приносятуносить;7.444444444444445;0.8314794192830981;9
botanique;9.5;0.8660254037844386;4
выборы;7.666666666666667;0.9428090415820632;6
est;8.333333333333334;0.9428090415820634;3
функционал;8.333333333333334;0.9428090415820634;3
money;8.666666666666666;0.9428090415820634;3
чуствоваться;8.666666666666666;0.9428090415820634;3
спсибо;9.333333333333334;0.9428090415820634;3
мякиш;7.555555555555555;0.9558139185602919;9
недурственный;7.684210526315789;0.9761703679469163;19
улыбчивость;8.2;0.9797958971132712;10
показной;9.0;1.0;4
возобладать;8.0;1.0;2
sono;8.0;1.0;2
прихрамывать;9.0;1.0;2
les;8.0;1.0;2
неповезти;9.0;1.0;2
mort;7.0;1.0;2
спс;3.0;1.0;2
кивиклубника;9.0;1.0;2
приемза;9.0;1.0;2
неприятненько;9.0;1.0;2
колористика;8.0;1.0;2
негламурный;7.6;1.0198039027185568;5
добродушно;8.666666666666666;1.1055415967851334;6
признательность;9.357142857142858;1.1088696211614302;14
подтягивать;7.7727272727272725;1.165091419816027;22
своевременный;8.805555555555555;1.1976700631838944;36
мур;9.4;1.2;5
заряд;8.714285714285714;1.22057196361679;14
падавать;8.0;1.224744871391589;4
veritas;8.666666666666666;1.247219128924647;3
классность;8.333333333333334;1.247219128924647;3
дурманить;8.666666666666666;1.247219128924647;3
марианский;6.666666666666667;1.247219128924647;3
беспроигрышный;8.3125;1.260890062614501;16
общительный;8.382978723404255;1.264123470426634;47
снежана;9.0;1.2649110640673518;5
курировать;8.714285714285714;1.2777531299998799;7
сказочный;9.11111111111111;1.286204100310025;81
william;9.25;1.299038105676658;4
бел;8.25;1.299038105676658;4
средь;8.25;1.299038105676658;4
жирок;7.375;1.3169567191065923;16
перловка;7.5;1.3228756555322954;20
маслянистый;7.533333333333333;1.359738536958076;15
целостный;7.9;1.374772708486752;10
