viva;10.0;0.0;3
павлик;10.0;0.0;2
крокодилий;9.0;0.0;1
зиг;5.0;0.0;1
фатима;10.0;0.0;1
уютза;10.0;0.0;2
спаибо;10.0;0.0;2
журналист;8.0;0.0;1
заг;5.0;0.0;1
обоятельный;10.0;0.0;4
гсн;4.0;0.0;1
sehr;1.0;0.0;1
прихрамывать;6.0;0.0;2
raw;6.0;0.0;1
жулька;7.0;0.0;1
девочкиадминистратор;10.0;0.0;1
und;1.0;0.0;1
пыво;0.0;0.0;1
kolektivu;8.0;0.0;1
сахалинский;10.0;0.0;2
алеся;10.0;0.0;2
гончаров;0.0;0.0;1
осинцева;10.0;0.0;1
zu;1.0;0.0;1
яковлевна;10.0;0.0;5
als;1.0;0.0;1
wasabico;0.0;0.0;1
cto;8.0;0.0;1
друзьямитоварищ;7.0;0.0;2
essen;1.0;0.0;1
всесоюзный;7.0;0.0;1
ocenit;8.0;0.0;1
матвеевич;8.0;0.0;2
мерин;8.0;0.0;2
wird;1.0;0.0;1
лаудеса;9.833333333333334;0.372677996249965;12
обстановкавкусный;9.666666666666666;0.4714045207910317;3
отличноеед;9.666666666666666;0.4714045207910317;3
говорок;8.6;0.48989794855663565;5
слюбовь;9.5;0.5;2
пограничник;8.5;0.5;2
вступительный;8.5;0.5;2
secret;8.5;0.5;2
фитнессменить;8.5;0.5;2
ciao;8.5;0.5;2
приятноеуютный;9.5;0.5;2
sono;8.5;0.5;2
неповезти;8.5;0.5;2
mort;8.5;0.5;2
вам;5.5;0.5;2
ещечто;8.5;0.5;2
панфилова;9.5;0.5;2
фальшь;9.5;0.5;2
безукоризнить;8.5;0.5;2
анимэ;6.5;0.5;2
упоение;8.5;0.5;4
приемза;9.5;0.5;2
колористика;8.5;0.5;2
ребятаофициант;9.5;0.5;4
флюид;8.0;0.7071067811865476;4
слаженный;9.2;0.7483314773547883;15
приносилауносить;7.0;0.816496580927726;3
функционал;9.0;0.816496580927726;3
таааким;7.0;0.816496580927726;3
money;8.0;0.816496580927726;3
рисик;7.0;0.816496580927726;3
боярин;8.0;0.816496580927726;3
чуствоваться;9.0;0.816496580927726;3
официанточка;8.0;0.816496580927726;3
неосознанный;5.666666666666667;0.9428090415820634;3
семимильный;6.333333333333333;0.9428090415820634;3
неважнецкий;6.666666666666667;0.9428090415820634;3
целостный;8.1;0.9433981132056604;10
прекраный;8.8;0.9797958971132712;5
мякиш;7.888888888888889;0.9938079899999066;9
вышимый;9.0;1.0;2
вкусненный;9.0;1.0;2
восемьсот;8.0;1.0;2
мадагаскарский;7.0;1.0;2
франс;9.0;1.0;2
eto;9.0;1.0;2
лицеприятный;7.0;1.0;2
спс;6.0;1.0;2
кивиклубника;8.0;1.0;2
неотмывать;2.0;1.0;2
девятьсот;8.0;1.0;2
chicken;7.0;1.0;2
кухнявкусный;9.0;1.0;2
реактивный;8.25;1.0897247358851685;4
дружелюбность;8.142857142857142;1.124858267715973;7
приносятуносить;7.0;1.1547005383792515;9
мур;9.2;1.1661903789690602;5
целиковый;7.181818181818182;1.192261549873091;11
негламурный;6.6;1.2;5
откладываться;8.0;1.2403473458920846;13
морковочка;8.666666666666666;1.247219128924647;3
дурманить;8.333333333333334;1.247219128924647;3
бэбикартофель;7.333333333333333;1.247219128924647;3
мимими;7.5;1.2583057392117916;6
беспроигрышный;8.125;1.2686114456365274;16
суперочень;8.75;1.299038105676658;4
едабельный;7.75;1.299038105676658;4
предельно;8.485714285714286;1.3600720269042175;35
неровный;6.764705882352941;1.3945023048387881;34
пунктуальный;9.0;1.4142135623730951;3
маслянистый;7.666666666666667;1.4452988925785866;15
объедение;8.989795918367347;1.4533206028530725;98
дьявол;7.818181818181818;1.4658650451451907;11
противоречивый;7.863636363636363;1.4707899715784942;44
пренеприятный;6.75;1.479019945774904;4
капусточек;5.428571428571429;1.498298354528788;7
перс;5.5;1.5;2
аляпистость;8.5;1.5;2
отруб;8.5;1.5;2
тауэр;8.5;1.5;2
падавать;7.5;1.5;4
наворот;7.846153846153846;1.5112986695683461;13
торжественность;8.714285714285714;1.5319721849662296;14
заряд;8.285714285714286;1.5319721849662296;14
незначительный;8.088235294117647;1.5409631644034982;34
бесподобный;8.828125;1.5667909829887967;128
оффициантка;7.833333333333333;1.5723301886761007;6
бел;8.0;1.5811388300841898;4
угрожающий;2.0;1.5811388300841898;4
средь;8.0;1.5811388300841898;4
завистливый;8.666666666666666;1.5986105077709065;6
равномерно;7.857142857142857;1.6120296076010243;21
здоровенный;7.157894736842105;1.6307298299820703;19
лопатка;7.8;1.6411378166788229;15
своевременный;8.86111111111111;1.6857701467443065;36
ус;6.565217391304348;1.6895094980630823;23
витело;7.333333333333333;1.699673171197595;3
говрить;5.333333333333333;1.699673171197595;3
вполголоса;7.666666666666667;1.699673171197595;6
тактак;7.666666666666667;1.699673171197595;3
кускус;7.71875;1.6998965961198933;32
незабываемый;9.043165467625899;1.7042921001250115;139
нарвиться;8.2;1.7204650534085253;5
буря;8.0;1.7320508075688772;18
хворост;8.0;1.7320508075688772;10
сытный;8.236842105263158;1.732136482676271;266
восхитительный;8.61951219512195;1.7479213455813976;205
потрясающе;8.784;1.759927271224581;125
похрустывать;7.304347826086956;1.7799556078659757;23
неровность;8.25;1.7853571071357126;4
выборы;7.666666666666667;1.7950549357115013;6
сочность;7.9;1.795364401266031;30
нежный;8.085264133456905;1.7995354409580548;1079
рядовой;6.454545454545454;1.8022025092362732;22
ровный;7.318181818181818;1.8187499112493233;154
обалденный;8.88976377952756;1.8238505017849753;127
высококлассный;8.125;1.8328597873268975;8
радушно;8.074074074074074;1.8577683265162153;81
евгений;8.724137931034482;1.8673827967802057;87
сытость;7.871794871794871;1.8698620157440549;39
свалка;7.0;1.8708286933869707;4
развеселяться;8.0;1.8708286933869707;4
роспотребнадзор;2.0833333333333335;1.8911342863183696;12
бульончик;7.0;1.8918106058538346;38
негромкий;7.821428571428571;1.9002550849175754;56
облизывать;8.884615384615385;1.9113746511867344;156
недурственный;7.421052631578948;1.9280693772646529;19
благодарность;9.041463414634146;1.936992339125853;410
атмосферный;8.053571428571429;1.940357504404268;56
незаметный;8.513274336283185;1.964801074160636;113
спорный;6.983333333333333;1.9789868339352055;60
отменный;8.248148148148148;1.9910671567017952;270
сочный;7.901234567901234;1.9931404127955947;567
изюменка;8.0;2.0;2
les;3.0;2.0;2
дуббель;8.0;2.0;2
неприятненько;8.0;2.0;2
перловка;7.05;2.011839953873071;20
душевный;8.25;2.0280219758001534;268
сказочный;8.82716049382716;2.0293532598475994;81
андрей;8.69;2.038111871316194;100
дискомфорт;7.684210526315789;2.0447441802573283;57
пританцовывать;7.090909090909091;2.0650575802910085;11
непринужденный;8.253164556962025;2.0651928798901213;79
ответственный;7.883720930232558;2.0821422591255248;43
благодарить;8.76842105263158;2.084795239618446;95
примитивно;6.2;2.08806130178211;10
безупречный;8.544827586206896;2.094259182144756;145
процветание;8.901709401709402;2.0967407718338915;234
ii;7.0;2.0976176963403033;5
подкачивать;7.319444444444445;2.103742623205452;144
заботливый;8.40625;2.109394290035254;96
покромсать;6.5;2.1095023109728985;10
дороговатый;7.7272727272727275;2.110187802538786;110
