безэмоциональный,5.0,0.0,2
вкусненный,9.0,0.0,2
спосибо,9.0,0.0,2
диаметральный,8.333333333333334,0.4714045207910317,3
пунктуальный,9.666666666666666,0.4714045207910317,3
спасибок,8.5,0.5,2
пьянящий,9.4,0.7999999999999999,5
реактивный,8.25,0.82915619758885,4
спс,3.0,1.0,2
добродушно,8.666666666666666,1.1055415967851334,6
своевременный,8.805555555555555,1.1976700631838944,36
расслабленный,8.55,1.2031209415515967,20
добросовестный,8.9,1.2206555615733703,10
беспроигрышный,8.3125,1.260890062614501,16
ватный,7.777777777777778,1.3966450099973926,9
бедность,7.125,1.4523687548277813,8
атмосферный,8.928571428571429,1.4621063921756228,56
веселить,8.222222222222221,1.4740554623801776,27
аляпистость,8.5,1.5,2
безукоризнить,8.5,1.5,2
двойственный,7.2727272727272725,1.5130288160993852,22
равномерно,7.714285714285714,1.516350793151491,21
разговорчивый,7.411764705882353,1.5361841008471289,17
буря,8.333333333333334,1.5634719199411433,18
рядовой,7.2727272727272725,1.6006197146962737,22
восхитительный,8.648780487804878,1.6059526389790155,205
радушно,8.395061728395062,1.607689948807993,81
таааким,6.0,1.632993161855452,3
безупречный,8.682758620689656,1.6345555054377072,145
удручающий,5.461538461538462,1.6462257353102074,13
суперочень,7.5,1.6583123951777,4
бесподобный,8.4609375,1.6625580053320697,128
грамотный,8.545454545454545,1.714305391465188,110
выдающийся,7.093023255813954,1.7228148072048497,86
тонюсенький,7.045454545454546,1.744531005672317,22
тактично,8.348837209302326,1.7505310945636106,43
благоприятный,8.13953488372093,1.772941260701946,43
дороговатый,7.763636363636364,1.7833944790114706,110
пропекаться,7.75,1.7853571071357126,4
добродушный,8.23913043478261,1.795946917593294,46
отличный,8.375617792421746,1.7989376067268008,2428
дискомфорт,8.070175438596491,1.8050577006164186,57
вау,7.363636363636363,1.8060199303941016,33
глуховатый,6.857142857142857,1.8070158058105024,7
благодаря,8.402930402930403,1.8133385069930528,273
замечательный,8.706228956228957,1.8170706403133614,1188
богатый,8.071428571428571,1.8273078020244748,154
учтивый,8.36036036036036,1.8492403738374579,111
разнообразный,8.317422434367542,1.8735585174865983,419
великолепный,8.6288,1.876115817320455,625
профессионально,8.131868131868131,1.8881282737714593,91
прекрасно,8.372509960159363,1.8963902790665865,502
демократичный,7.656441717791411,1.9037591746514162,326
внимательный,8.409854423292273,1.915924098804452,893
достойный,7.9914841849148415,1.923393059904441,822
добротный,7.421965317919075,1.929683749871905,173
идеальный,8.181818181818182,1.9386046373632044,594
приветливый,8.194508009153319,1.9416351239976437,874
волшебный,8.389189189189189,1.9534838987270484,185
внимательность,8.65,1.9563997546513854,60
примитивно,6.4,1.9595917942265424,10
домашний,7.953084274543875,1.965264510624604,1151
приятный,8.069228744406423,1.973821354562397,3799
досадный,7.09375,1.9741988090108857,32
услужливый,8.485714285714286,1.9765977778774833,105
гармоничный,8.10204081632653,1.982009884437385,49
галантный,7.615384615384615,1.9821690348807885,13
супер,8.42874251497006,1.986333600688066,835
доброжелательный,8.178654292343387,1.9890906755985354,431
божественный,8.396946564885496,1.9949531334791493,131
вкусненький,8.05940594059406,2.004064099379098,101
понравилось,7.0588235294117645,2.0137932668969047,17
доброжелательно,7.397435897435898,2.0212952409331666,78
сглаживать,7.014084507042254,2.024448857333065,71
ароматный,7.671511627906977,2.031639856293124,344
грамота,6.333333333333333,2.0548046676563256,3
спасибо,8.569323509711989,2.0600618112747195,2986
вкусно,7.974371734262254,2.0734437584162984,4019
радостно,7.315789473684211,2.073710926891752,95
аппетитный,7.3359375,2.073935509145294,128
неплохой,7.0599820948970455,2.0787928629166177,1117
свободно,7.6923076923076925,2.080481282507465,52
благодарность,8.95609756097561,2.0831552967750286,410
тихо,7.662379421221865,2.0892850507391536,311
грамотно,8.146341463414634,2.0979390848468262,123
веселый,7.871866295264624,2.0992808488626755,359
вежливый,8.110070257611241,2.1220525490253515,854
улыбка,7.848966613672496,2.124372844252458,629
вкусный,7.9292018419033,2.1252454817200377,5212
греметь,7.421052631578948,2.1353118710632417,19
двоякий,7.069767441860465,2.1716497730100004,43
приветливо,7.661290322580645,2.1734731265515643,124
подошва,6.393939393939394,2.2284577346485137,33
безупречно,8.340909090909092,2.295679556928443,44
неприятный,6.787634408602151,2.556997103816032,372
рекомендуем,nan,nan,0
советуем,nan,nan,0
благодарить,8.821052631578947,2.132352036544677,95
быстрый,7.624401913875598,2.2679539397692796,418
положительный,7.8762214983713354,2.3065523554708327,614
улыбаться,7.459691252144082,2.335791594868345,583
бюджетный,6.669291338582677,2.381209638045059,127
громкий,7.060085836909871,2.41522246665757,233
вежливо,7.382789317507418,2.424907950800651,337
вклиниваться,6.571428571428571,2.4411439272335804,7
отрицательный,7.296610169491525,2.467790207665377,118
громко,7.012658227848101,2.4713224609460833,316
орать,6.368421052631579,2.631428567131871,133
отвратительный,5.221957040572792,2.8679606132755855,419
молодцы,nan,nan,0
недополучать,8.0,0.0,2
мимими,8.0,0.5773502691896257,6
едабельный,8.75,0.82915619758885,4
недурственный,7.684210526315789,0.9761703679469163,19
неприятненько,9.0,1.0,2
негламурный,7.6,1.0198039027185568,5
классность,8.333333333333334,1.247219128924647,3
маслянистый,7.533333333333333,1.359738536958076,15
неповторимый,8.727272727272727,1.4327918767160397,55
зажигательный,8.521739130434783,1.4557103515463659,46
отблагодарить,8.928571428571429,1.5336364681131347,14
организованный,9.026315789473685,1.5641853791277456,38
неровный,7.5588235294117645,1.6122905969018524,34
идеально,8.415760869565217,1.7205508051933305,368
ненавязчивый,8.463829787234042,1.7492967825497656,705
потрясающе,8.624,1.791821419673289,125
поблагодарить,9.102857142857143,1.7922827765228369,175
замечательно,8.506775067750677,1.9086403610937996,369
негромкий,8.160714285714286,1.9158808652408212,56
нейтральный,7.213333333333333,1.927300933660566,75
незаметный,8.601769911504425,1.9486315734397273,113
молодец,8.254937163375224,1.9682392512321911,557
неоднозначный,6.919354838709677,1.9862299114619801,62
неплохо,7.315638450502152,2.0044997948087024,697
отлично,8.154545454545454,2.01493277463982,990
месиво,6.95,2.060946384552495,20
обалденный,8.472440944881889,2.080379930676441,127
классический,7.63727959697733,2.101797396786948,397
изумительно,8.245283018867925,2.153589897868721,53
мило,7.610859728506787,2.15731307726894,442
оперативно,7.784172661870503,2.1749475803757026,139
обычный,7.025025025025025,2.2439718768644434,999
оперативный,8.145833333333334,2.254528621587128,48
искренне,7.733990147783251,2.4003647793188763,203
перекрикивать,7.125,2.521780125229002,24
невкусно,6.575757575757576,2.625980948375385,132
запредельный,7.142857142857143,2.6283384989962997,28
жижа,6.096774193548387,2.8096014952150545,31
космические,nan,nan,0
несоленый,5.695652173913044,2.439436545931398,23
оглушать,5.0,2.7774602993176543,7
неприветливый,5.625,2.8695600708122493,32
неаппетитный,5.884615384615385,2.952533762940193,26
нежеваться,6.285714285714286,3.4106675389466634,7
ок,nan,nan,0
ошиваться,3.5,3.5,2
приятное,nan,nan,0
сплоченный,10.0,0.0,3
упоение,8.25,0.4330127018922193,4
польстить,8.333333333333334,0.4714045207910317,3
неважнецкий,8.0,0.816496580927726,3
скверный,8.75,0.82915619758885,4
потрясный,8.666666666666666,0.8498365855987975,12
улыбчивость,8.2,0.9797958971132712,10
показной,9.0,1.0,4
признательность,9.357142857142858,1.1088696211614302,14
дурманить,8.666666666666666,1.247219128924647,3
общительный,8.382978723404255,1.264123470426634,47
сказочный,9.11111111111111,1.286204100310025,81
надоедливый,8.833333333333334,1.3437096247164249,6
непринужденный,8.582278481012658,1.3743361567736674,79
целостный,7.9,1.374772708486752,10
расслаблять,8.530434782608696,1.3851494292670614,115
ровный,7.62987012987013,1.400145162702869,154
радужный,7.930232558139535,1.4369759726302704,43
свалка,8.25,1.479019945774904,4
пристойный,6.861111111111111,1.493556117641118,36
заплевывать,5.5,1.5,2
рыхлый,7.222222222222222,1.511274500970605,18
незначительный,8.235294117647058,1.5157763207911912,34
потрясающий,8.767441860465116,1.5225011444960848,43
тягучий,7.666666666666667,1.5869840952317444,27
фантастический,8.590909090909092,1.5999741733452766,44
роскошный,8.74736842105263,1.6089775835187785,95
позитивный,8.417322834645669,1.6116746554408525,254
стильный,8.633333333333333,1.6189845926107855,180
романтичный,8.631578947368421,1.6225556941471742,95
обходительный,8.594771241830065,1.6307418757475869,153
заигрывание,8.0,1.632993161855452,3
заботливый,8.625,1.6345871038277526,96
своеобразный,7.666666666666667,1.6426846010152705,84
ответственный,8.418604651162791,1.659820081865626,43
привлекательный,7.863636363636363,1.700145837205913,88
исполнительный,7.5,1.707825127659933,6
классный,8.544600938967136,1.7236633810227944,213
уютный,8.581465778316172,1.7492393177270795,1651
опрятный,7.685714285714286,1.7528984743060534,35
сытный,8.139097744360901,1.7684084253551533,266
сытость,7.717948717948718,1.7823740714854122,39
уникальный,8.162162162162161,1.7860346159520841,74
симпатичный,7.6688311688311686,1.7863910563278331,462
спокойный,8.093625498007968,1.7923029330923288,502
изумительный,8.594285714285714,1.8018946944247096,175
предупредительный,8.07643312101911,1.8077730300924808,157
душевный,8.432835820895523,1.8097899655246954,268
маловато,7.375757575757576,1.810245304494009,165
объедение,8.183673469387756,1.8146059266099523,98
раздражение,7.5,1.817314386381005,38
отменный,8.085185185185185,1.820704727968593,270
потрясать,8.693877551020408,1.8255390713720758,441
сочный,7.938271604938271,1.837700189420321,567
удачный,7.603621730382294,1.84669669787278,497
легкий,7.873144399460189,1.865257169878479,741
стабильный,7.5588235294117645,1.8659672853602236,34
улучшаться,7.717391304347826,1.8842948569028344,46
извращать,6.666666666666667,1.8856180831641267,3
опытный,7.457142857142857,1.8874450931329994,70
простоватый,7.016949152542373,1.8910272109805224,59
противоречивый,7.545454545454546,1.90041317821517,44
красивый,8.424637681159421,1.907111466088801,1380
оптимальный,8.136363636363637,1.9139548428570272,44
простенький,6.818181818181818,1.9254095379996616,77
завистливый,8.166666666666666,1.950783318453271,6
отзывчивый,8.674242424242424,1.959809097541453,132
нежный,7.936051899907322,1.9641333497644002,1079
обаятельный,8.36,1.96733322037727,50
тактичный,8.53125,1.968253905749967,32
серьезный,7.6292682926829265,1.9702969817547098,205
превосходный,8.520231213872833,1.9813862006231682,173
радушный,8.266129032258064,1.9842479316654,124
интересный,7.870283018867925,1.9849268276425933,1272
фальшь,8.0,2.0,2
неинтересный,6.955555555555556,2.021611629430073,45
шикарный,8.465853658536586,2.023051276262926,410
подходящий,7.637037037037037,2.027979864782092,135
улыбчивый,8.031948881789138,2.028298608044022,313
необыкновенный,8.13888888888889,2.029679473570174,36
острый,7.386086956521739,2.0320427484600314,575
прекрасный,8.37457969065232,2.0343980589378914,1487
напрягать,7.467181467181467,2.036795729452892,259
правильный,7.776286353467562,2.039667382711125,447
мешать,7.895833333333333,2.045949306511482,432
славный,7.7534246575342465,2.052601569527711,73
торжественность,8.357142857142858,2.0565971498411386,14
тихий,7.856687898089172,2.064679425938022,314
живой,8.0599128540305,2.0658296831992904,918
комфортный,8.225352112676056,2.0671623272699873,142
слабый,6.787878787878788,2.0781340079515065,132
невменяемый,7.111111111111111,2.078698548207745,9
приемлемый,7.696969696969697,2.091128666555893,297
расторопный,7.698019801980198,2.0949954605692827,202
милый,7.818505338078292,2.0953632697405746,1405
теплый,7.810975609756097,2.0957027767135723,1148
респект,8.098591549295774,2.10401982517212,142
качественный,7.777537796976242,2.1103910322607393,463
старательный,7.310924369747899,2.11337437440244,119
недурной,6.875,2.117634293262177,16
труха,7.333333333333333,2.1343747458109497,6
незабываемый,8.79136690647482,2.140647451791549,139
уют,7.966921119592875,2.1464035690684287,393
терпеливый,7.833333333333333,2.153807997220014,24
процветание,8.786324786324787,2.161548431335641,234
респектабельный,7.703703703703703,2.1741718698428403,27
подпортить,7.3760683760683765,2.1749407919104757,117
хороший,7.755065063416241,2.17860025835455,6071
